"Source","Target"
5868277189,4139429705
5868277189,9231160979
4271610216,3419068650
5815021326,6988109324
2937176504,678121602
3497964501,229825036
2937176504,3354985877
4636490823,3031132368
4692678945,8940781509
7028799426,3098928489
1059067164,4126375222
3933129163,8310992698
8216575630,9909968964
4350178676,4126375222
7821074008,2195142928
1946865116,6861261309
7554923197,5214910645
8069810316,6911950983
7554923197,6993016746
180811306,6962402203
576877083,6861261309
7584562418,9417774903
5522900105,3197789240
4138131884,6017583380
2810041709,5772390897
2043675313,2799960128
8374156372,9077275429
7554923197,5235684598
4158195939,5755957497
2887411233,7219174047
7554923197,1558210278
2971928835,3075404427
9417774903,1630401110
7821074008,2195142928
7332435745,446262667
7028799426,3098928489
6360780410,229825036
6016262520,6988109324
1293518969,6988109324
2527565558,6494316579
6962402203,6257295282
2408387366,7693099063
5136611893,2408387366
7560896372,6890773508
2167127397,4126375222
8925884267,9730868281
7028799426,3098928489
2371835371,2943680524
8069810316,6911950983
3623656605,6891062860
4348571397,4354149746
8253639626,1927019679
6207162857,2458832018
2527565558,3487802066
7731616126,4754990748
2803809389,4354149746
1456539449,9064022633
3933129163,8380641917
2527565558,741087820
8422719052,8702761939
11230718,4126375222
8722719854,986513559
7332435745,5868813180
1456539449,6591102312
7577750931,8702761939
9510294768,7748494288
6891062860,3583758962
2971928835,4354149746
5855502721,7278889052
2851253622,9206906605
1630401110,1556121085
4348571397,1433695995
8117769339,5772390897
4613905044,3546293157
5994298151,5207467873
4114041356,1940500748
5733991821,2846020437
3319865795,6890773508
3822639325,9077275429
7821074008,2195142928
3966447629,9730868281
3966447629,2722726467
7028799426,3098928489
2258780243,4271610216
4492679555,4354149746
1131916256,2104689458
3609952596,1858954779
2799960128,9619131181
7332435745,4189893480
8400721798,7263384547
7283452090,7158564610
5855502721,7278889052
4692678945,9569077072
8410229589,3485728273
6439016609,7748494288
4114041356,1940500748
8216575630,6896171417
4695931826,4126375222
8374156372,6533295349
4035439288,4817649529
7028799426,3098928489
2646667367,4354149746
2851253622,9206906605
2403249956,8848140810
8069810316,6911950983
5733991821,2846020437
7504051506,864151511
2803809389,3075404427
4274379207,7263384547
4292055335,8702761939
3933129163,1539726924
975115256,9101431692
8958207582,4465839311
6738622405,6533295349
4035439288,183747865
5738710506,7283452090
3764972093,720978636
4080404469,3546293157
3326559178,5772390897
6478363695,9577633368
8474751840,386440627
7332435745,873589347
8173844316,7477927249
5322398145,5772390897
9677751914,4126375222
9577633368,8737962468
3933129163,9943041301
8848140810,8167594354
8410229589,751634423
4017765015,3546293157
3822639325,1858954779
3966447629,2506984030
2817731304,229825036
155434,7748494288
7263384547,9445887745
511144403,3773507383
6088569153,5098225823
8958207582,4465839311
4266346883,7859972869
8216575630,2494434938
8216575630,8508425009
8216575630,3844967554
511144403,8750090437
2963608737,9101431692
1131916256,9714901927
6296227739,6890773508
5919542656,7717079776
9050785104,7970356974
7306182537,4449986934
988836777,386440627
678121602,1987203582
9486384762,9050785104
6088569153,5098225823
8958207582,4465839311
3109935793,7859972869
2646321715,4393600853
7605898164,229825036
1131916256,8921245157
1222599502,3099664772
7454339047,5496601889
4185630243,1051488148
5447119224,9101431692
4035439288,8578777956
4035439288,8928646331
3933129163,3708182844
7890975847,3546293157
7094124432,4126375222
8603438385,6730092851
6907589690,4793402071
7475947619,8702761939
388147000,9050785104
1131916256,145565158
4035439288,3942318736
4348571397,3075404427
7263384547,8872809574
2952188352,2074869299
7899637566,7748494288
2496365660,2952188352
8768124946,7748494288
7574492147,2067695523
2247370907,2176034287
5594578454,6088979818
9586816158,1708796825
4114041356,1940500748
9203252935,2914294752
7821074008,2195142928
2914294752,9383308532
7454339047,7177841685
5733991821,2846020437
2971928835,1433695995
5043306746,3485728273
5855502721,7278889052
2646321715,8307343452
4492679555,3075404427
5211832502,2633423599
8185097615,4306436131
4584716993,6890773508
1051488148,3944011212
6907589690,4793402071
287925469,8750090437
2595228252,7859972869
2851253622,9206906605
9604244556,1734876946
8214292398,9101431692
8069810316,6911950983
9370232088,8352414724
9772022469,4783094991
7028799426,3098928489
9183308279,8205861861
1566977645,3546293157
2646321715,9553432835
8603438385,6730092851
7327785138,6854382721
8352414724,4039513981
8508643464,5030100545
559070557,6123421761
4433221688,7859972869
1222599502,3099664772
4138131884,1299010238
5255228519,8702761939
4349340373,386440627
7574492147,2067695523
5030100545,6761512731
750528931,229825036
7477927249,9452733421
8958207582,4465839311
9050785104,3944595782
511144403,7074916058
8410229589,7013268261
7821074008,2195142928
8185097615,4306436131
1222599502,3099664772
7028799426,3098928489
4512252868,4523354520
2247370907,2176034287
9772022469,4783094991
1648881820,7859972869
405037893,6629224563
3944011212,3013458042
5733991821,2846020437
2851253622,9206906605
3933129163,6214680894
5594578454,6088979818
5647286984,386440627
65877661,6123421761
4114041356,1940500748
2860231443,8702761939
9604244556,1734876946
4159678387,270405806
5855502721,7278889052
6907589690,4793402071
4194909527,229825036
1556121085,3308782834
4159678387,270405806
9586816158,1708796825
2537377277,1142779963
5043306746,7013268261
6094346971,9520275891
8998082977,3865237723
5733991821,2846020437
7574492147,2067695523
8216575630,2376436454
6907589690,4793402071
8388479526,7078200557
2633423599,7556603312
7306182537,4449986934
2880782239,9101431692
8603438385,6730092851
287925469,7074916058
1222599502,3099664772
3115916915,3546293157
7574492147,2067695523
8185097615,4306436131
7028799426,3098928489
8925884267,2722726467
7078200557,8708612277
6907589690,4793402071
9155464524,386440627
3013458042,8090345525
6854382721,1272504345
8069810316,6911950983
2247370907,2176034287
6088569153,5098225823
4114041356,1940500748
5939286319,8327388411
5043306746,751634423
1650284708,7859972869
1085907887,6912681018
9604244556,1734876946
5054061671,1142779963
5733991821,2846020437
8603438385,6730092851
8958207582,4465839311
1547460316,7320838699
8950114944,5968673443
2082369744,852656784
8216575630,4308963192
2510647780,281946850
9772022469,4783094991
2851253622,9206906605
5594578454,6088979818
8808180090,4381500857
4939108392,6543943430
8925884267,2506984030
2567778405,9101431692
7306182537,4449986934
6014202416,6890773508
5248783275,229825036
6646085204,3762748439
2646321715,734222489
1818563788,7748494288
1957482325,8702761939
6824145776,1703644108
7972060076,6872985063
4159678387,270405806
5919542656,7717079776
3318565458,3790148325
4159678387,270405806
2286959281,4523354520
7556603312,5178695420
1369632785,3166538889
4035439288,7892714804
5939286319,8327388411
5107245778,6123421761
3763762753,6912681018
9586816158,1708796825
5767675798,4002781583
985872812,9101431692
2646321715,2710367958
7320838699,2081625533
4114041356,1940500748
8090345525,2082017547
6907589690,4793402071
2510647780,281946850
8603438385,6730092851
287925469,3773507383
8551508381,8559630753
8331012709,4002781583
4115594299,4523354520
6629224563,9428839954
9410707712,6890773508
2851253622,9206906605
9604244556,1734876946
2072285984,3790148325
9772022469,4783094991
7574492147,2067695523
2630400829,7859972869
5594578454,6088979818
5733991821,2846020437
5919542656,7717079776
7368524354,6726922016
6872985063,9765213684
5178695420,24488031
1085907887,9998803508
8185097615,4306436131
4159678387,270405806
3474567457,3282818329
2369999507,6872985063
459289512,3166538889
4159678387,270405806
7379291039,3546293157
1708758596,7859972869
1222599502,3099664772
4748215798,7748494288
6907589690,4793402071
6088569153,5098225823
1222599502,3099664772
3405610655,1987203582
5501825101,1142779963
4845635925,4175224893
4576909063,852656784
6726922016,2227629915
4322468475,4713310858
3249390368,6123421761
7574492147,2067695523
4939108392,432008789
9604244556,1734876946
8998082977,2055471203
3391252605,3790148325
5520840915,3166538889
3601415862,3021836706
7118275615,3282818329
8603438385,6730092851
9772022469,4783094991
3354985877,1987203582
5594578454,6088979818
8998082977,51164395
1222599502,3099664772
4159678387,270405806
5733991821,2846020437
9077275429,8828235331
2510647780,281946850
4114041356,1940500748
2851253622,9206906605
1879423675,9101431692
485398087,5057760337
7306182537,4449986934
5673423582,386440627
8185097615,4306436131
2646321715,7107976211
9404745340,1142779963
5855502721,7278889052
4787409870,7320838699
2082017547,7212893099
4114041356,1940500748
1484054954,7859972869
6872985063,4758769703
3966447629,9859636115
7574492147,2067695523
8925884267,9859636115
5767675798,2658266409
6907589690,4793402071
5919542656,7717079776
1703644108,1079464982
2247370907,2176034287
3937777106,599326079
24488031,5187655920
6088569153,5098225823
4159678387,270405806
177691093,1594196487
1214737481,5525521987
6431974151,4650116053
485398087,5057760337
7212893099,8995179802
7506073691,386440627
5187655920,3850631048
8950114944,9799299694
9579702996,6890773508
4322067752,3790148325
4668700535,6123421761
3937777106,599326079
4159678387,270405806
5676748007,852656784
1179433069,1142779963
3601415862,145565158
9586816158,1708796825
9866609320,9101431692
4159678387,270405806
7320838699,8515178352
8998082977,5769166647
4939108392,3225394934
526621588,3282818329
1869335753,4344244332
9641155204,6060137737
1085907887,6762956905
4939108392,7262112585
7574492147,2067695523
6907589690,4793402071
2247370907,2176034287
177691093,1594196487
8331012709,8035526694
7115659086,2110698136
6442251702,7859972869
1222599502,3099664772
8559630753,9892824150
9524133759,3166538889
2646321715,7110891327
4939108392,8722140174
8429696282,8227126673
3402526415,386440627
4547004593,852656784
7574492147,2067695523
7893648567,6123421761
5767675798,3556908620
9475369571,4523354520
9641155204,9468277051
9667890706,3166538889
3461981511,7350571765
3850631048,3957828394
5142229240,6890773508
6646085204,5395048723
3763762753,9007109501
8995179802,8411678470
6162961822,1009277112
5676748007,2191026741
4322468475,4713310858
4520358258,1142779963
3601415862,9714901927
7574492147,2067695523
7499002301,3282818329
3937777106,599326079
2247370907,2176034287
4483078464,9724355438
2082369744,2110698136
3763762753,9998803508
6465633610,4344244332
8864396723,4650116053
7289928643,318928891
4226642918,4597902876
8411678470,7267304595
485398087,5057760337
2938210715,306007239
4475887406,5591809782
3601415862,6921280311
177691093,1594196487
9772022469,4783094991
2099147371,3166538889
5767675798,555222564
5594578454,6088979818
5316774430,4361238172
7629193047,4523354520
2931303503,2544152376
5767675798,2069197179
9604244556,1734876946
2488893433,57359957
8185097615,4306436131
5069751280,3790148325
2646321715,5559408212
1869280460,6123421761
2510647780,281946850
7420048938,5915028518
5469235956,9126684178
1485265171,3282818329
8331012709,2069197179
7247271662,4597902876
3937777106,599326079
3259236102,8227126673
6306150528,5708403349
1540431231,4170376585
2588667070,1142779963
2267171058,386440627
3957828394,1603237411
1858241662,4650116053
5570546890,9101431692
8289139941,7436550444
1974832119,4597902876
5939286319,8327388411
9772022469,4783094991
8185097615,4306436131
9882589452,3166538889
3937777106,599326079
2463163477,4344244332
5316774430,4361238172
5519002965,3282818329
2488893433,57359957
3837607024,1496694897
1603237411,1231999450
7470339279,1142779963
2510647780,281946850
5767675798,9368380377
4475887406,5591809782
6646085204,1802366095
9910313856,6123421761
5494724346,4650116053
177691093,1594196487
3797655850,4170376585
6962584819,4523354520
4322468475,4713310858
8515286232,5178517574
3601415862,8921245157
3409885155,3790148325
1131916256,3021836706
7267304595,9334721578
2718697508,4185630243
9724355438,7475199017
7016600964,7350571765
8998082977,7600324025
8974559268,1123688558
3601415862,2104689458
7933768307,4170376585
318928891,2402336573
177691093,1594196487
1986865008,1142779963
7074916058,7220829571
2546924966,7350571765
3601415862,9792996472
2488893433,57359957
5469235956,9126684178
8289139941,7436550444
1131916256,6921280311
8974559268,4027496743
2510647780,281946850
830508895,3282818329
5316774430,4361238172
8950114944,4229261409
4347993154,9857617767
3837607024,1496694897
485398087,5057760337
4344611958,8227126673
5939286319,8327388411
9334721578,6067101857
5708403349,8363442662
4475887406,5591809782
1373743599,5211832502
9730868281,9908084732
8185097615,4306436131
3077051952,4344244332
3822980802,4170376585
8856680971,7248487713
8269132217,6824568192
4939108392,2053753086
3800988916,3166538889
5594578454,6088979818
3481669266,4597902876
4216161511,8808180090
8269132217,8671953525
5104637800,7782575115
4944424860,6123421761
2191026741,2402336573
1231999450,6323607128
8331012709,3556908620
3937777106,599326079
7475199017,6544341305
5915028518,9015430785
943741628,4523354520
8220976209,6854382721
8269132217,1934436254
3937777106,599326079
2510647780,281946850
3108280261,7428003606
5939286319,8327388411
1214737481,9468277051
7366489227,4523354520
4974354394,3790148325
6067101857,1602646968
4322468475,4713310858
2488893433,57359957
5316774430,4361238172
6733325909,4170376585
3837607024,1496694897
1354950548,2914294752
5316774430,4361238172
6544341305,9761559556
4475887406,5591809782
8289139941,7436550444
4347993154,9857617767
8289139941,7436550444
5469235956,9126684178
8974559268,4160563794
208056103,6702932647
5104637800,7782575115
3485728273,1521569576
6533295349,8828235331
208056103,6702932647
8856680971,7248487713
2973532490,8411717171
66354161,3166538889
9354432528,4597902876
1085907887,2422614779
5337319812,4650116053
1131916256,9792996472
7489562319,7350571765
3763762753,2422614779
55530461,1142779963
2387983548,8227126673
6323607128,1373743599
7397583670,3166538889
1397254398,8411717171
8331012709,2658266409
7092971860,6840792541
6854382721,6906665412
4772401190,8227126673
1602646968,9652400505
9641155204,5525521987
4543021006,6855864868
1600149721,2098207133
8950114944,6074205576
208056103,6702932647
8880744947,3282818329
4347993154,9857617767
51164395,7911779746
8289139941,7436550444
5316774430,4361238172
2510647780,281946850
9382188772,1994613575
4475887406,5591809782
4610869511,4349270455
2488893433,57359957
1588352414,4675551460
5104637800,7782575115
5469235956,9126684178
6162961822,1629061494
3837607024,1496694897
5023464923,4170376585
2938210715,9098242486
2499230423,1021972
3763762753,7143558613
9105374399,4344244332
3090819765,4597902876
1858954779,8828235331
5104637800,7782575115
1214737481,6060137737
208056103,6702932647
9382188772,2561021789
8856680971,7248487713
8372785634,7350571765
4563372857,4650116053
5104637800,7782575115
1600149721,2098207133
3108280261,7920297685
208056103,6702932647
8331012709,9368380377
2914294752,4810604711
6977632717,887895478
1021972,5470110037
6247110854,7215321471
8856680971,7248487713
6201421843,4170376585
4610869511,4349270455
7057555049,493232383
1085907887,8384582381
6247110854,7920297685
8289139941,7436550444
4657016660,3790148325
4610869511,4349270455
4971597821,1111368692
6162961822,1048720086
3764972093,3588788631
5104637800,7782575115
9134936347,4650116053
9652400505,2718697508
1588352414,4675551460
5767675798,8035526694
852656784,2402336573
6162961822,4991254352
9761559556,6254208504
1113449726,7350571765
4362930231,4344244332
8331012709,555222564
5406595740,3636871852
6855864868,7290877489
1865451606,9739172261
7470986703,9380493823
5903728342,4597902876
2502236532,8411717171
7350260408,4095917483
8974559268,3471464178
7057555049,4806777732
1588352414,4675551460
9380493823,5210804604
7343098658,8411717171
6254208504,141237870
6861261309,8828235331
8974559268,3896765093
2544152376,2402336573
4610869511,4349270455
8856680971,7248487713
208056103,6702932647
2722726467,9908084732
751634423,1521569576
9254521765,6391982646
1600149721,2098207133
9538062542,4170376585
6753788652,1377703939
4508866493,4597902876
3349667681,4344244332
8856680971,7248487713
1214737481,9484506875
1661670709,7350571765
3865237723,7911779746
5104637800,7782575115
4610869511,4349270455
2938210715,181588491
208056103,6702932647
1802366095,5207913559
2506984030,9908084732
4371296479,6919917428
9734083970,9254521765
8539402465,3636871852
8950114944,5250033486
9232002065,9523583035
1865451606,9739172261
5395048723,5207913559
208056103,6702932647
7350260408,4095917483
1865451606,9739172261
8750090437,7220829571
555222564,6420523836
5316774430,4361238172
4347993154,9857617767
2938210715,9092104156
6247110854,384510077
2938210715,6771882171
3837607024,1496694897
4475887406,5591809782
7360148123,9254521765
4610869511,4349270455
1600149721,2098207133
7092971860,6978406748
2488893433,57359957
1588352414,4675551460
6753788652,9103405912
4468415510,5521621042
8658502857,4170376585
208056103,6702932647
2234619257,8227126673
3108280261,384510077
1111368692,3263848182
1085907887,9007109501
3944744151,7350571765
2938210715,9322465982
3763762753,6762956905
4610869511,4349270455
2016444019,8227126673
208056103,6702932647
3091925935,3636871852
317533459,8411717171
1600149721,2098207133
675153685,8411717171
3173058777,2644079201
4347993154,9857617767
7594066566,7350571765
4610869511,4349270455
6524357049,8193184390
4475887406,5591809782
5469235956,9126684178
3837607024,1496694897
9254521765,7983236375
9997320086,9523583035
1722710478,4885095613
4468415510,1459540238
50449180,8411717171
642131426,2644079201
8028031164,4170376585
6162961822,1385741143
3257828888,7350571765
1865451606,9739172261
2488893433,57359957
3108280261,7215321471
6753788652,2720175859
3556862157,8411717171
4347993154,9857617767
4610869511,4349270455
3837607024,1496694897
4610869511,4349270455
7092971860,3148442373
4229261409,7898199014
1558124827,8227126673
7350260408,4095917483
5769166647,7911779746
6247110854,7428003606
3763762753,8384582381
7092971860,6572859969
9430804295,5181797250
6119586611,8227126673
1085907887,7143558613
6753788652,684403303
7731616126,7581044956
1722710478,1044281458
8193184390,571510582
3837607024,1496694897
2055471203,7911779746
9641155204,9484506875
4229261409,31721425
3762748439,5207913559
7350260408,4095917483
555222564,873379848
8035526694,1454832431
8539402465,2644079201
8035526694,5497874707
7092971860,1384660361
2658266409,873379848
2069197179,6420523836
149062923,303957584
371458209,4407661191
8478442303,4963949070
3556908620,6420523836
6753788652,485482856
9847288157,2952188352
5520221039,1612432268
7600324025,7911779746
7092971860,3560164366
1722710478,4566308240
3091925935,9523583035
4002781583,6420523836
642131426,9523583035
8478442303,2346849822
8035526694,6420523836
207936746,2024029316
303957584,6237305645
9869834897,9679653843
3556908620,873379848
5129525925,3571106053
8478442303,4973663099
5968673443,8800291160
774706849,1216986799
7779631529,2889621874
6074205576,3136634045
1128795381,8060121943
5047305009,2865617357
5519533762,9523583035
513161146,798635654
6977632717,8197801810
2952188352,5966015942
5968673443,5876145525
4002781583,873379848
4229261409,8555342087
5679572583,3571106053
6824568192,1454107110
1236908117,5211677641
8478442303,759873394
5406595740,2644079201
7092971860,6125036598
5457941134,7889145579
7930003813,4063749322
4338654318,6405280568
8212348793,7809762596
9142652594,8987227806
2658266409,6420523836
6237305645,7203221145
141237870,4483078464
1995110497,7809762596
9378532873,3571106053
4338654318,9002896094
7779631529,3243669526
5519533762,2644079201
2069197179,873379848
9799299694,6604645936
6977632717,3709394533
8035526694,873379848
3414566528,9523583035
2110698136,2402336573
8035526694,8033812709
4002781583,1454832431
1697668593,5108529656
7889145579,1362035834
2952188352,2379240494
8722719854,3260014584
5108529656,7226470644
7203221145,1599764574
3923048808,8987227806
7731616126,6107789547
3329586066,4821757624
8060121943,3354901099
4229261409,338856582
8478442303,204612490
6497882384,2657479238
9463139518,2952188352
384510077,1830300701
4982675489,1021972
2657479238,9819451252
324610061,5057177083
1036732324,4344244332
3566947462,3650384689
2730731362,3790148325
1362035834,8063799234
966407887,4178608601
7215321471,1830300701
7379110348,4618140198
8671953525,1454107110
5167947669,9124267041
5434864734,7809762596
8478442303,8939189879
1599764574,3419387611
8539953506,4700457018
5250033486,8082026259
1934436254,1454107110
5423121165,1416418992
7574492147,2067695523
4821757624,9816672034
8063799234,8298006900
4881672817,7438339032
324610061,1633085865
4338654318,6203506314
4338654318,3627677273
3566947462,3650384689
7305338148,2057709626
5256795864,4344244332
7965734340,3790148325
5797361704,8678824794
5167947669,9124267041
1236908117,8440458450
9955125895,2784565564
1416418992,7486714567
8706577020,8987227806
2510647780,281946850
1274822137,5201185567
5250033486,3692192562
4885095613,8963607208
1021972,2114044612
3419387611,7916885029
7574492147,2067695523
324610061,3716692127
6485403942,5201185567
4033428511,4457376712
3566947462,3650384689
2510647780,281946850
5167947669,9124267041
4178608601,8563491412
8298006900,7518502210
1322464506,6726922016
7954352634,7564702746
7954352634,2297653881
8478442303,3885829307
7696387202,2784565564
7779631529,1776243916
6911637393,2987279234
9100933436,4344244332
7215321471,3272593664
4845635925,9250416068
601016015,8987227806
3938227379,7535537199
2057709626,82310229
3938227379,4063484504
117367219,3790148325
7514285795,8929118755
7809762596,4841493999
5047305009,397492581
2857098468,7535537199
7574492147,2067695523
7929185124,2311552997
4468415510,1807780148
5283134069,8987227806
7283452090,9961002092
7916885029,1794722317
4344708117,6740948880
1042004897,4344244332
5444185928,5549564851
6336054393,3790148325
1236908117,2661427124
7092670704,618621750
2048962337,5201185567
4033544223,3839796955
3184971284,3754234469
4885095613,5646583003
5474002394,1703644108
7518502210,9368801198
7930003813,8725771226
4723587645,5205725337
7379110348,556611983
6726922016,3987737786
1236908117,5214253959
2126388140,7283452090
684403303,423552976
8539953506,7623475329
7574492147,2067695523
1448657934,8987227806
6683256461,6740948880
1990474599,1703644108
1703644108,5895391380
6095562795,3790148325
417590431,4934206693
324610061,1704315551
5468293149,2311552997
6905675805,5201185567
6124103463,7535537199
2676152426,9809296485
9523583035,6776851779
1102397202,2784565564
684403303,3755344640
9501681099,330310031
9234585196,5201185567
4033428511,2189916505
7160039681,4849869235
9501681099,330310031
1794722317,8247344021
9368801198,9631304176
7954352634,3122910239
9746017106,3393511057
7092670704,618621750
3571106053,9736297538
9103405912,650723382
6034488074,2987279234
60956274,3754234469
8539953506,7250867423
2644079201,6776851779
2087192047,9982620659
9710838491,93722998
5797361704,2784565564
2676152426,4250341378
2762899064,3790148325
7092670704,618621750
2179783671,5201185567
6117648350,8678824794
7920297685,1830300701
3571106053,8229980738
7379110348,5214253959
4804547771,6633012892
5291404528,7535537199
9501681099,330310031
2510647780,281946850
4165469029,812023082
7135588068,3474569692
3839796955,4225296826
5167947669,9124267041
1969827972,7535537199
513161146,4714420464
3566947462,3650384689
7836674834,8424086459
1236908117,556611983
417590431,606053363
8244279135,4344244332
759873394,4663287086
8247344021,3705825056
324610061,9482446051
2676152426,1851377347
4849869235,8431626322
9103405912,7465779167
7574492147,2067695523
7419755795,3754234469
9792015797,2311552997
6715081268,6740948880
417590431,7067305158
8039988521,1251356382
9631304176,8928480899
8591820053,2311552997
7778102286,4344244332
3218458883,5205676353
9982620659,5068360949
324610061,6353221487
2510647780,281946850
3386706234,3790148325
7092670704,618621750
6775515490,2799960128
3566947462,3650384689
7809762596,4161971200
8097403989,3140946181
6684984541,5444185928
204612490,4663287086
3549895554,8793643150
4165469029,812023082
5669121032,9857416880
7135588068,3474569692
6706905457,6566242365
307783976,5201185567
6633012892,2461914346
6124103463,4063484504
8039988521,3992523627
8539953506,4575041420
8632750017,4065301743
1152776992,6962402203
2016413179,3754234469
8928480899,8131736427
2591380579,4007288126
7614838077,6740948880
1703644108,5797102181
1236908117,616139180
8039988521,8756394678
9501681099,330310031
9710838491,93722998
5633649653,1226327777
7379110348,2661427124
4885095613,8895339246
3243669526,6286375324
2720175859,9998489716
2447373678,2073937889
4165469029,812023082
8424086459,8785629796
8456982432,2073937889
3831752115,2987279234
4566308240,711175438
2676152426,1556763148
7135588068,3474569692
5971946326,3140946181
1102397202,8678824794
9710838491,93722998
5227036708,2311552997
6543072915,4364823709
8131736427,5626037357
7092670704,618621750
5167947669,9124267041
188929394,7717611047
8539953506,4692149545
3636871852,6776851779
9501681099,330310031
4333592301,7003321963
2510647780,281946850
4963949070,4663287086
8632750017,3108646775
4333592301,9966230411
4065427166,3754234469
8328418036,2010409281
9710838491,93722998
3549895554,8793643150
2382052069,4344244332
324610061,9189208263
3620408520,188929394
9344895173,3790148325
1872929878,6740948880
9199500430,5201185567
3367802853,5842134491
5291404528,6700694377
5068360949,2661078541
6962402203,567875777
1776243916,4351427030
1869363391,8987227806
9710838491,93722998
7599257187,4007288126
3549895554,8793643150
4165469029,812023082
3758384358,2455931544
4338654318,1705712947
4583182112,4523354520
9501681099,330310031
4338654318,993452503
7306182537,4449986934
2799960128,8205228713
2510647780,281946850
2698296913,9311138020
8632750017,3613524640
7135588068,3474569692
9614609814,2311552997
3764972093,1181997972
6543072915,4364823709
8286675691,1425839597
9857416880,7683108647
9710838491,93722998
4033428511,9689955405
4503049074,2817594182
8539953506,7573269515
3758384358,9003677139
3566947462,3650384689
4915447068,6654604883
8539953506,7945408588
4121324384,1630227373
1485049923,3790148325
5167947669,9124267041
1243650416,5201185567
7092670704,618621750
3402255853,3140946181
7954352634,3483949807
2661078541,4374425271
4982480152,6700694377
5268863696,4344244332
6492962791,8227126673
8958207582,4465839311
8539953506,5774827417
8039988521,7504588448
4121324384,1630227373
7809762596,2720369770
7933235743,9091603896
5626037357,381447918
2201985391,2073937889
4784105413,6904465248
1236908117,4618140198
1209460121,4723035903
4121324384,1630227373
6353528431,6740948880
7954352634,5962820135
4165469029,812023082
7092670704,618621750
7514285795,92172
1819143991,8648151672
6204870445,4701865167
4503049074,2817594182
9501681099,330310031
9710838491,93722998
7135588068,3474569692
3549895554,8793643150
2698296913,9311138020
381447918,5457941134
6543072915,4364823709
4374425271,6016340683
8456982432,8678824794
2510647780,281946850
3218458883,3836365349
5167947669,9124267041
6706905457,2010409281
2936512528,6856989235
8039988521,5876295259
3571106053,8446032012
9222782747,9884471749
485482856,5938466125
4004003000,8227126673
6586965547,9658846243
740467401,4007288126
9740465192,4523354520
8048143384,2311552997
4084789714,2987279234
9589292147,3754234469
528268773,297508985
8958207582,4465839311
6209985444,9562274039
7306182537,4449986934
4175053593,3140946181
3177801471,3062645467
9710838491,93722998
4784105413,9966230411
8632750017,2585584191
7696387202,9884471749
6016340683,5897096041
417590431,7972787823
8039988521,4446810948
3724059667,2987279234
9710838491,93722998
4376773541,297508985
3367802853,8309726754
3571106053,9005214188
2978389702,6740948880
9562274039,7342137409
8971216490,4007288126
2889621874,6245950114
417590431,5450240397
4121324384,1630227373
3864540269,6644790956
30747439,2914294752
4033428511,4851027632
8632750017,1626891464
7306182537,4449986934
8958207582,4465839311
3930067303,8227126673
8632750017,5882984604
4010231858,4723035903
4033428511,977865919
3187661170,4178608601
8648151672,9210655136
1044281458,4318843515
8958207582,4465839311
149944640,1369617162
2889621874,4454012498
7227658789,2311552997
7514285795,5996404286
4973834773,3140946181
7477282565,6856989235
9231050134,5993574547
3384461083,6856989235
3571106053,7227330978
2889621874,7141448090
7306182537,4449986934
5136934785,4723035903
4121324384,1630227373
647460703,6644790956
3177801471,3062645467
9231050134,2640774360
3367802853,486934210
9658846243,1776173207
3222048556,6740948880
2238430110,4523354520
4973663099,4663287086
8039988521,4166486603
8039988521,7026078071
3885829307,4663287086
8958207582,4465839311
2676152426,6941680047
9124232448,6872985063
2729900088,4821757624
1377703939,9102271081
7379110348,616139180
5623874765,7861022135
8622635049,4007288126
2676152426,5961535172
6781919642,3140946181
2914294752,7304001599
9382188772,9934860809
1777421133,4587590941
5156581023,3754234469
5897096041,1532043607
8039988521,5377596119
3367802853,2760130443
7006238367,297508985
2346849822,4663287086
8939189879,4663287086
9955125895,2073937889
7379110348,5211677641
2676152426,5016065737
7306182537,4449986934
4332113168,2987279234
4566308240,3474843923
1044281458,9302668308
7809762596,7549486961
485482856,2315973363
1153106038,6654604883
7306182537,4449986934
2698296913,9311138020
6204870445,4701865167
8080878478,6740948880
9943066542,7861022135
4437097524,2455547809
6862342737,728900305
6066608687,4723035903
5996404286,8040259757
4165469029,812023082
3177801471,3062645467
6862342737,8263159880
6907589690,4793402071
7976247492,3360421260
4475887406,5591809782
3549895554,8793643150
8186353388,4007288126
7733512857,3140946181
7135588068,3474569692
4121324384,1630227373
7379110348,8440458450
6204870445,4701865167
8958207582,4465839311
4503049074,2817594182
2488893433,57359957
2676152426,5788263669
8958207582,4465839311
2889267994,297508985
5350527019,9691486336
4821757624,1572456307
3485232738,9744139045
4178608601,885290587
4830586157,2987279234
5521357119,6644790956
9118760216,9101431692
3880790047,8227126673
417590431,1452116097
9803828603,2311552997
5525137156,4523354520
8929118755,5096686750
2720175859,2599640223
9269639373,3754234469
3758384358,8426231243
1716875272,6042344622
6907589690,4793402071
8958207582,4465839311
3549895554,8793643150
6204870445,4701865167
2091046669,3765744005
485482856,1380900587
8717367610,6740948880
4437097524,2455547809
2488893433,57359957
2558651553,8558866681
1777421133,9449320176
3218458883,9463283671
8531033706,3140946181
6862342737,7784865836
6403834855,297508985
3177801471,3062645467
2031185559,4723035903
2369867097,7861022135
6204870445,4701865167
4475887406,5591809782
7390438805,1275365067
2698296913,9311138020
7135588068,3474569692
5350527019,9691486336
4503049074,2817594182
8026454628,6064594022
6872985063,1838750007
3705825056,149062923
5258627201,6654604883
